source_path,target_path,cluster,proposed_action,manual_review_required
"/ai-overview-prospecting-clay-alternative-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/amazon-seller-enrichment-clay-alternative-google-sheets-ai/","/no-code-lead-enrichment-google-sheets-vs-clay/","Clay","merge_content_then_301","yes"
"/apollo-clay-alternative-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/apollo-export-enrichment-clay-alternative-google-sheets-ai/","/no-code-lead-enrichment-google-sheets-vs-clay/","Clay","merge_content_then_301","yes"
"/clay-alternative-abm-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-b2b-sales-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-ecommerce-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-agencies-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-biotech-sales-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-commercial-cleaning-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-commercial-real-estate-tenant-reps-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-construction-suppliers-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-coworking-spaces-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-customer-expansion-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-dental-labs-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-ecommerce-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-edtech-sales-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-executive-search-firms-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-fitness-studios-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-fractional-sales-teams-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-home-services-marketing-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-hospitality-sales-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-hvac-contractors-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-it-services-sales-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-landscaping-companies-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-legal-tech-sales-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-local-marketing-agencies-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-logistics-brokers-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-manufacturing-reps-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-med-spas-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-micro-saas-founders-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-moving-companies-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-nonprofit-fundraising-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-payroll-hr-sales-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-pest-control-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-plumbing-contractors-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-pool-service-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-private-equity-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-promotional-products-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-property-and-casualty-insurance-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-roofing-contractors-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-security-installers-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-self-storage-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-senior-living-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-seo-link-building-teams-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-shopify-agencies-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-signage-companies-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-solar-installers-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-waste-management-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-for-wealth-advisors-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-founder-led-sales-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-google-sheets-lead-enrichment/","/clay-alternative-google-sheets/","Clay","quality_review_then_301","yes"
"/clay-alternative-law-firm-lead-research-google-sheets-ai/","/google-sheets-ai-account-research-buyers-guide/","Clay","merge_content_then_301","yes"
"/clay-alternative-local-business-prospecting-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-property-management-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-recruiters-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-seo-agencies-google-sheets/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-alternative-staffing-agencies-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-credit-saving-lead-enrichment-google-sheets-ai/","/clay-cost-calculator/","Clay","merge_content_then_301","yes"
"/clay-for-realtors-alternative-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-in-google-sheets-alternative/","/clay-alternative-google-sheets/","Clay","301_direct_duplicate","yes"
"/clay-in-sheets-account-research/","/google-sheets-ai-account-research-buyers-guide/","Clay","quality_review_then_301","yes"
"/clay-in-sheets-founder-outbound-system/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-in-sheets-lead-enrichment/","/no-code-lead-enrichment-google-sheets-vs-clay/","Clay","301_direct_duplicate","yes"
"/clay-migration-to-google-sheets-workflow/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-pricing-alternative-google-sheets-ai/","/clay-cost-calculator/","Clay","merge_content_then_301","yes"
"/clay-to-google-sheets-for-b2b-sales-teams/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-to-google-sheets-for-ecommerce-brands/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-to-google-sheets-for-real-estate-agents/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-to-google-sheets-migration-workflow/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-vs-google-sheets-lead-enrichment-workflow/","/no-code-lead-enrichment-google-sheets-vs-clay/","Clay","merge_content_then_301","yes"
"/clay-vs-gpt-for-sheets/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/clay-workflow-audit-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/crm-account-research-without-clay-google-sheets-ai/","/google-sheets-ai-account-research-buyers-guide/","Clay","merge_content_then_301","yes"
"/crm-cleanup-clay-alternative-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/dealership-equity-mining-clay-alternative-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/founder-led-sales-clay-in-sheets-playbook/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/google-sheets-clay-alternative-pricing-comparison/","/clay-cost-calculator/","Clay","merge_content_then_301","yes"
"/google-sheets-clay-workflow-for-founders/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/google-sheets-waterfall-enrichment-without-clay/","/no-code-lead-enrichment-google-sheets-vs-clay/","Clay","merge_content_then_301","yes"
"/hubspot-contact-enrichment-clay-alternative-google-sheets-ai/","/no-code-lead-enrichment-google-sheets-vs-clay/","Clay","merge_content_then_301","yes"
"/linkedin-profile-research-google-sheets-clay-alternative/","/google-sheets-ai-account-research-buyers-guide/","Clay","merge_content_then_301","yes"
"/linkedin-sales-navigator-without-clay-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/local-business-clay-alternative-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/recruiter-hiring-manager-enrichment-clay-alternative-google-sheets-ai/","/no-code-lead-enrichment-google-sheets-vs-clay/","Clay","merge_content_then_301","yes"
"/salesforce-account-scoring-clay-alternative-google-sheets-ai/","/clay-alternative-google-sheets/","Clay","merge_content_then_301","yes"
"/salesforce-lead-enrichment-clay-alternative-google-sheets-ai/","/no-code-lead-enrichment-google-sheets-vs-clay/","Clay","merge_content_then_301","yes"
"/salesforce-stale-opportunity-research-without-clay-google-sheets-ai/","/google-sheets-ai-account-research-buyers-guide/","Clay","merge_content_then_301","yes"
"/shopify-brand-enrichment-clay-alternative-google-sheets-ai/","/no-code-lead-enrichment-google-sheets-vs-clay/","Clay","merge_content_then_301","yes"
"/trade-show-badge-enrichment-clay-alternative-google-sheets-ai/","/no-code-lead-enrichment-google-sheets-vs-clay/","Clay","merge_content_then_301","yes"
"/website-visitor-enrichment-clay-alternative-google-sheets-ai/","/no-code-lead-enrichment-google-sheets-vs-clay/","Clay","merge_content_then_301","yes"
"/abandoned-cart-email-mail-merge-gmail-google-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/account-based-marketing-mail-merge-gmail-google-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/activecampaign-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/appointment-reminder-mail-merge-gmail-google-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/apps-script-mail-merge-vs-add-on-gmail-google-sheets/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/attio-crm-email-campaign-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/aweber-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/bettermerge-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/boomerang-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/brevo-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/candidate-interview-scheduling-mail-merge-gmail-google-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/client-update-email-mail-merge-agencies/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/constant-contact-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/csv-mail-merge-gmail-google-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/customer-feedback-survey-mail-merge-gmail-google-sheets/","/mail-merge-from-google-form-responses-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/customer-onboarding-email-mail-merge-google-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/dental-patient-recall-mail-merge-gmail-google-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/event-invite-mail-merge-google-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/folk-crm-email-campaign-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/free-mail-merge-gmail-google-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/gmail-add-on-mail-merge-vs-google-sheets-add-on/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/gmail-mail-merge-from-google-sheets/","/how-to-mail-merge-in-gmail-with-google-sheets/","Mail Merge","301_direct_duplicate","yes"
"/gmail-mail-merge-google-docs-template-gmail-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/gmail-mail-merge-without-coding-google-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/gmelius-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/google-workspace-marketplace-mail-merge-alternative-gmail-sheets/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/hubspot-sequences-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/hunter-campaigns-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/insightly-email-campaign-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/instantly-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/klaviyo-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/klenty-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/lemlist-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/mail-merge-conditional-content-google-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/mail-merge-event-reminders-gmail-google-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/mail-merge-follow-up-emails-google-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/mail-merge-for-ecommerce-order-updates-gmail-google-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/mail-merge-for-membership-renewals-gmail-google-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/mail-merge-html-email-gmail-google-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/mail-merge-personalization-tags-google-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/mail-merge-survey-invitations-gmail-google-sheets/","/mail-merge-from-google-form-responses-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/mail-merge-templates-gmail-google-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/mail-merge-tool-migration-to-google-sheets-gmail/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/mail-merge-tracking-gmail-campaigns/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/mail-merge-verify-email-list-before-sending-google-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/mailerlite-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/mailjet-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/mailmodo-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/mailshake-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/mailtrack-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/mergemail-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/mixmax-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/monday-sales-crm-email-campaign-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/moosend-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/nethunt-crm-email-campaign-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/newsletter-from-google-sheets-gmail-mail-merge/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/nonprofit-donor-outreach-mail-merge-google-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/outreach-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/pipedrive-campaigns-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/pr-pitch-mail-merge-google-sheets-gmail/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/promote-ebook-gmail-mail-merge-google-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/property-management-tenant-notice-mail-merge-gmail-google-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/quickmail-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
"/real-estate-lead-follow-up-mail-merge-google-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/recruiting-outreach-mail-merge-google-sheets/","/mail-merge-for-gmail-and-sheets/","Mail Merge","merge_content_then_301","yes"
"/reply-io-alternative-gmail-google-sheets-mail-merge/","/best-mail-merge-for-gmail-google-sheets/","Mail Merge","merge_content_then_301","yes"
